*preferred label[0]_en,*uri,*status
Soprano (Deprecated),http://rdaregistry.info/termList/SoloVoices/1001,Deprecated
Mezzo-soprano (Deprecated),http://rdaregistry.info/termList/SoloVoices/1002,Deprecated
Alto (Deprecated),http://rdaregistry.info/termList/SoloVoices/1003,Deprecated
Tenor (Deprecated),http://rdaregistry.info/termList/SoloVoices/1004,Deprecated
Baritone (Deprecated),http://rdaregistry.info/termList/SoloVoices/1005,Deprecated
Bass (Deprecated),http://rdaregistry.info/termList/SoloVoices/1006,Deprecated
Mixed solo voices (Deprecated),http://rdaregistry.info/termList/SoloVoices/1008,Deprecated
Men's solo voices (Deprecated),http://rdaregistry.info/termList/SoloVoices/1009,Deprecated
Women's solo voices (Deprecated),http://rdaregistry.info/termList/SoloVoices/1010,Deprecated
